Time,LTC average computing power of the entire network,Price
2020-03-26,145.86989577,40.160597
2020-03-27,143.23370999,38.91847576
2020-03-28,138.05899128,38.873758
2020-03-29,146.31486500,37.33254256
2020-03-30,141.85563577,39.13828904
2020-03-31,140.96653392,39.29910172
2020-04-01,144.21971642,39.38081279
2020-04-02,144.90655822,39.87416665
2020-04-03,142.05819694,40.35913504
2020-04-04,147.49565340,40.67555711
2020-04-05,153.84245819,40.67013927
2020-04-06,151.02197585,44.39112198
2020-04-07,149.91475318,44.6679293
2020-04-08,158.94824373,46.31985866
2020-04-09,157.29484447,46.38497906
2020-04-10,149.82720361,42.26981235
2020-04-11,156.65950796,42.31909769
2020-04-12,160.94799785,42.4502857
2020-04-13,157.88123237,41.20434234
2020-04-14,149.16396373,41.05384226
2020-04-15,151.53852035,39.58906929
2020-04-16,159.12028725,42.6890194
2020-04-17,164.32913895,42.74503552
2020-04-18,170.58073889,44.36289744
2020-04-19,163.20582590,42.63475094
2020-04-20,170.83318478,40.82838424
2020-04-21,176.39095987,41.04014175
2020-04-22,170.64700210,41.8874131
2020-04-23,164.96400188,42.18554489
2020-04-24,164.03908047,44.01096465
2020-04-25,170.24600806,44.71826711
2020-04-26,168.78692419,45.07620544
2020-04-27,174.79749020,45.02045011
2020-04-28,175.65862391,44.25767109
2020-04-29,179.59548734,46.18187489
2020-04-30,175.37901714,49.7000663
2020-05-01,173.60301090,46.835
2020-05-02,183.09911252,47.442
2020-05-03,175.87749556,47.645
2020-05-04,178.84871626,47.299
2020-05-05,187.12559179,46.532
2020-05-06,192.72187369,46.974
2020-05-07,183.87212057,45.986
2020-05-08,178.56973858,47.185
2020-05-09,185.13188731,48.285
2020-05-10,193.05066679,41.65
2020-05-11,183.17584783,41.77
2020-05-12,177.20390723,42.501
2020-05-13,182.45709503,43.169
2020-05-14,183.03137364,43.946
2020-05-15,191.18103812,43.198
2020-05-16,186.11359840,43.154
2020-05-17,196.44461375,44.256
2020-05-18,198.52716019,45.104
2020-05-19,175.67844518,44.911
2020-05-20,168.76537962,43.697
2020-05-21,173.72076146,42.538
2020-05-22,195.84852217,43.974
2020-05-23,201.49068917,44.16
2020-05-24,204.67134843,43.426
2020-05-25,203.97114244,42.659
2020-05-26,210.42529259,41.835
2020-05-27,226.86112073,43.634
2020-05-28,236.70867597,44.489
2020-05-29,231.10489195,44.527
2020-05-30,234.71267741,46.719
2020-05-31,248.18317782,46.313
2020-06-01,250.07046161,46.783
2020-06-02,246.76739503,45.722
2020-06-03,234.94546937,46.844
2020-06-04,236.08019670,47.849
2020-06-05,223.22192023,46.944
2020-06-06,230.47949391,47.004
2020-06-07,250.85863817,45.807
2020-06-08,234.27344909,46.226
2020-06-09,236.47887833,46.163
2020-06-10,228.30460045,46.197
2020-06-11,228.47810171,45.097
2020-06-12,228.76078049,44.793
2020-06-13,227.11763497,44.762
2020-06-14,227.65969434,44.342
2020-06-15,229.57767387,43.272
2020-06-16,225.65106124,43.552
2020-06-17,219.87376436,44.293
2020-06-18,228.32938252,43.533
2020-06-19,240.48003646,43.519
2020-06-20,240.65493231,42.717
2020-06-21,254.33587283,43.343
2020-06-22,241.01987153,43.765
2020-06-23,244.87310423,44.292
2020-06-24,238.31596796,42.319
2020-06-25,220.71529075,42.511
2020-06-26,222.05001489,42.921
2020-06-27,240.38870252,42.404
2020-06-28,238.37030665,41.789
2020-06-29,251.19370678,41.466
2020-06-30,247.22044333,41.293
2020-07-01,246.45625171,41.842
2020-07-02,250.03250127,40.82
2020-07-03,249.36867473,41.413
2020-07-04,247.01658902,41.517
2020-07-05,254.64617295,41.399
2020-07-06,251.53022610,41.601256
2020-07-07,241.80190158,44.092
2020-07-08,242.96085550,45.09
2020-07-09,237.68831515,44.273
2020-07-10,238.32198625,44.451
2020-07-11,256.47727761,44.247
2020-07-12,277.45160530,44.197
2020-07-13,277.63968628,44.762
2020-07-14,255.10932791,43.77
2020-07-15,258.99020891,43.115
2020-07-16,268.92293861,42.024
2020-07-17,263.99593196,42.008
2020-07-18,258.85484695,42.638
2020-07-19,260.16427910,41.956
2020-07-20,261.10712107,42.287
2020-07-21,279.18675225,43.767
2020-07-22,270.99893921,43.671
2020-07-23,259.82492679,44.951
2020-07-24,266.66957005,44.504
2020-07-25,263.60468919,47.769
2020-07-26,264.15584575,48.425
2020-07-27,263.38340973,47.773
2020-07-28,277.08804149,55.435
2020-07-29,273.82396693,55.798
2020-07-30,278.19059116,57.539
2020-07-31,277.68262817,58.134
2020-08-01,271.26944843,59.704
2020-08-02,291.61987180,56.562
2020-08-03,269.18315699,58.849
2020-08-04,266.68786466,57.824
2020-08-05,268.95101354,58.865
2020-08-06,252.57155904,60.463
2020-08-07,251.62635794,58.821
2020-08-08,244.93649242,58.222
2020-08-09,250.05582205,56.643
2020-08-10,277.90472789,58.612
2020-08-11,269.37283405,55.108
2020-08-12,259.71607030,54.752
2020-08-13,257.11574843,54.486
2020-08-14,274.66545622,56.862
2020-08-15,278.62217733,59.686
2020-08-16,271.24745826,62.255
2020-08-17,265.27787629,64.718
2020-08-18,235.47344577,65.246
2020-08-19,218.27107581,61.638
2020-08-20,240.88880483,63.547
2020-08-21,255.27202828,60.791
2020-08-22,247.67080743,59.666
2020-08-23,260.05847298,59.602
2020-08-24,253.77900257,62.218
2020-08-25,245.96183313,59.108
2020-08-26,246.17364722,58.935
2020-08-27,254.42235071,56.448
2020-08-28,264.81650332,58.167
2020-08-29,258.44587548,57.751
2020-08-30,244.87684760,61.177
2020-08-31,261.13199909,61.551
2020-09-01,266.25386160,63.62
2020-09-02,265.56311545,57.78
2020-09-03,270.13268478,53.254
2020-09-04,272.20864326,49.338
2020-09-05,267.14402122,49.268
2020-09-06,273.81666908,47.745
2020-09-07,275.73225495,48.297
2020-09-08,284.59083773,47.452
2020-09-09,303.28268854,47.997
2020-09-10,284.27663888,48.852
2020-09-11,285.62637335,48.574
2020-09-12,287.47441830,48.882
2020-09-13,276.09985365,47.823
2020-09-14,290.05123841,49.572
2020-09-15,289.65990535,48.893
2020-09-16,288.41041733,48.575
2020-09-17,288.36825577,48.429
2020-09-18,289.40080995,48.226
2020-09-19,283.04984609,48.77
2020-09-20,287.83886784,46.71
2020-09-21,274.79311564,43.1
2020-09-22,272.31406884,43.982
2020-09-23,276.50402470,44.414
2020-09-24,276.86333744,44.736
2020-09-25,294.51001927,46.096
2020-09-26,294.54458183,45.833
2020-09-27,302.40007303,45.938
2020-09-28,302.64240463,46.517
2020-09-29,293.42218683,45.216
2020-09-30,285.35897717,46.222
2020-10-01,285.37731958,47.282
2020-10-02,279.24411824,44.833
2020-10-03,265.19817560,45.86
2020-10-04,263.45563667,45.926
2020-10-05,265.90731674,46.436
2020-10-06,263.53129632,47.945
2020-10-07,269.99037369,46.165
2020-10-08,275.29674826,47.199
2020-10-09,279.86529883,48.18
2020-10-10,273.21481253,49.505
2020-10-11,284.46945620,50.736
2020-10-12,280.48167723,51.034
2020-10-13,268.11607814,49.734
2020-10-14,271.42059063,49.5
2020-10-15,275.26214668,49.686
2020-10-16,274.53179311,47.102
2020-10-17,253.13014064,47.024
2020-10-18,248.38752412,47.542
2020-10-19,254.72705295,48.26
2020-10-20,269.21912793,47.224
2020-10-21,267.92651365,52.754
2020-10-22,250.50369132,54.764
2020-10-23,246.90283158,54.828
2020-10-24,246.16365958,58.663
2020-10-25,244.87302268,59.302
2020-10-26,217.32148268,56.2
2020-10-27,198.88405730,58.179
2020-10-28,183.38788884,56.496
2020-10-29,170.87272255,55.557
2020-10-30,177.03127908,53.854
2020-10-31,183.35969078,56.296
2020-11-01,178.81936793,54.974
2020-11-02,182.12653104,54.041
2020-11-03,184.64006271,52.989
2020-11-04,189.39458599,52.553
2020-11-05,191.38725228,59.617
2020-11-06,193.55977974,60.755
2020-11-07,194.48748061,61.276
2020-11-08,197.25235734,61.325
2020-11-09,198.38873310,58.335
2020-11-10,190.00776014,57.707
2020-11-11,191.19891239,59.769
2020-11-12,195.15438648,59.011
2020-11-13,195.68775412,65.34
2020-11-14,179.16860789,63.1
2020-11-15,186.55510570,62.936
2020-11-16,193.35162784,71.584
2020-11-17,184.83313713,72.998
2020-11-18,186.20262962,71.439
2020-11-19,194.23065099,80.913
2020-11-20,194.42381988,82.127
2020-11-21,190.00797380,86.569
2020-11-22,217.88518967,82.73
2020-11-23,229.32082845,86.158
2020-11-24,219.05558885,90.565
2020-11-25,209.90402777,87.712
2020-11-26,203.47645056,70.866
2020-11-27,210.86338438,65.995
2020-11-28,207.21062666,72.693
2020-11-29,214.14574905,75.527
2020-11-30,217.71373469,83.764
2020-12-01,221.49796644,91.65
2020-12-02,227.87099945,86.427
2020-12-03,229.03803613,90.213
2020-12-04,225.74679587,84.517
2020-12-05,224.09503468,83.079
2020-12-06,224.15936061,81.884
2020-12-07,230.57687090,84.58
2020-12-08,223.28267606,79.747
2020-12-09,233.54855003,76.346
2020-12-10,239.19759579,74.394
2020-12-11,234.35335047,72.97
2020-12-12,227.17825144,74.906
2020-12-13,223.16114696,80.658
2020-12-14,245.86909486,81.798
2020-12-15,233.04835139,81.653
2020-12-16,228.84028340,88.577
2020-12-17,246.05036230,106.282
2020-12-18,233.90499831,105.116
2020-12-19,227.64629972,118.547
2020-12-20,244.79569137,119.116
2020-12-21,236.77018841,107.778
2020-12-22,226.41360626,112.323
2020-12-23,233.40630056,105.249
2020-12-24,243.54783302,107.942
2020-12-25,261.28350672,118.715
2020-12-26,255.08544996,129.655
2020-12-27,255.39718169,135.848
2020-12-28,256.24867731,131.236
2020-12-29,261.17118937,124.61
2020-12-30,256.20759026,126.09
2020-12-31,247.31694880,124.983
2021-01-01,257.80746995,126.726
2021-01-02,254.52803874,131.013
2021-01-03,259.38945803,151.179
2021-01-04,270.83925847,152.534
2021-01-05,265.19008869,154.637
2021-01-06,266.27417306,164.84
2021-01-07,276.16829529,170.802
2021-01-08,279.62464977,172.231
2021-01-09,288.49439189,170.668
2021-01-10,297.45390242,173.822
2021-01-11,298.88521663,124.789
2021-01-12,291.84112000,136.384
2021-01-13,285.28076412,138.399
2021-01-14,294.70077861,153.414
2021-01-15,301.63976049,136.278
2021-01-16,289.03033476,149.985
2021-01-17,299.83560245,142.303
2021-01-18,292.80482752,151.849
2021-01-19,288.19804933,161.47
2021-01-20,286.20977939,140.585
2021-01-21,292.09821895,130.957
2021-01-22,290.45397449,140.23
2021-01-23,291.51728612,138.996
2021-01-24,299.03342199,137.898
2021-01-25,299.81834859,145.432
2021-01-26,303.74554838,131.12
2021-01-27,294.21138379,125.342
2021-01-28,285.19246230,130.827
2021-01-29,286.04905791,142.525
2021-01-30,278.78957787,133.132
2021-01-31,293.47536898,127.342
2021-02-01,306.30148850,128.945
2021-02-02,298.99538775,144.868
2021-02-03,290.63981747,153.44
2021-02-04,284.76657839,144.086
2021-02-05,294.37822800,155.173
2021-02-06,297.62728972,162.117
2021-02-07,292.53106498,148.741
2021-02-08,302.44798381,164.514
2021-02-09,294.91300452,168.714
2021-02-10,295.99281504,176.189
2021-02-11,283.42456674,189.074
2021-02-12,291.23575607,184.776
2021-02-13,304.90554031,215.103
2021-02-14,300.92969292,212.756
2021-02-15,289.53440467,211.7
2021-02-16,288.30512263,210.826
2021-02-17,294.20623777,228.947
2021-02-18,298.41520867,225.422
2021-02-19,302.08235074,231.931
2021-02-20,301.96782253,233.068
2021-02-21,281.72280646,230.531
2021-02-22,278.34946525,200.078
2021-02-23,295.82019619,176.885
2021-02-24,287.04735065,183.066
2021-02-25,267.81105881,202.943
2021-02-26,281.95989172,176.604
2021-02-27,294.09324129,172.437
2021-02-28,295.61720627,155.958
2021-03-01,298.29392177,175.072
2021-03-02,303.50025794,179.602
2021-03-03,289.81508989,193.777
2021-03-04,280.04280298,185.813
2021-03-05,278.18737184,176.602
2021-03-06,292.78250595,177.845
2021-03-07,306.62622390,185.729
2021-03-08,296.27525103,186.575
2021-03-09,291.26692653,198.101
2021-03-10,292.52428224,203.163
2021-03-11,284.97349751,197.891
2021-03-12,269.36434291,210.669
2021-03-13,266.09556656,227.625
2021-03-14,292.53138277,217.173
2021-03-15,297.35665994,201.982
2021-03-16,291.93275902,204.149
2021-03-17,290.99990445,197.544
2021-03-18,277.72842011,205.126
2021-03-19,275.74522563,203.726
2021-03-20,289.17355445,203.96
2021-03-21,287.21527400,195.874
2021-03-22,298.09777328,196.55
2021-03-23,295.58494412,186.622
2021-03-24,272.48178434,193.349
2021-03-25,273.62614092,170.622
2021-03-26,283.59266176,179.611
2021-03-27,271.94971394,181.2
2021-03-28,282.04552671,185.745
2021-03-29,289.55152827,193.646
2021-03-30,278.29080960,196.207
2021-03-31,277.42604820,193.501
2021-04-01,269.38715794,203.629
2021-04-02,271.97305748,207.9
2021-04-03,280.61036124,207.9
2021-04-04,292.20204674,201.362
2021-04-05,300.04585290,209.635
2021-04-06,303.06079077,235.047
2021-04-07,300.74978370,218.009
2021-04-08,301.45491833,224.882
2021-04-09,300.70807144,223.895
2021-04-10,302.51617623,235.452
2021-04-11,306.57376217,252.464
2021-04-12,316.20912387,244.295
2021-04-13,324.75940721,267.853
2021-04-14,296.78065589,265.727
2021-04-15,288.21775049,279.892
2021-04-16,291.74190752,300.004
2021-04-17,287.37646402,304.758
2021-04-18,303.87941492,266.055
2021-04-19,320.68139935,252.26
2021-04-20,305.54602917,254.553
2021-04-21,290.08510205,274.166
2021-04-22,292.06577242,286.258
2021-04-23,298.80723138,234.978
2021-04-24,298.90314137,231.961
2021-04-25,309.18790529,234.438
2021-04-26,312.92864588,243.577
2021-04-27,313.32876619,258.196
2021-04-28,314.19960918,252.199
2021-04-29,312.66800628,256.407
2021-04-30,309.43989769,269.034
2021-05-01,309.15483314,269.202
2021-05-02,339.07844419,268.404
2021-05-03,342.67447521,283.052
2021-05-04,335.69444108,299.499
2021-05-05,356.46742436,352.382
2021-05-06,358.94171119,343.385
2021-05-07,356.65281969,351.362
2021-05-08,364.10165539,335.384
2021-05-09,362.77551677,367.913
2021-05-10,357.68403935,400.902
2021-05-11,346.66635125,370.221
2021-05-12,334.20207291,360.33
2021-05-13,332.72864732,314.544
2021-05-14,333.55354642,336.903
2021-05-15,343.21355593,312.554
2021-05-16,354.18583235,302.337
2021-05-17,345.06129042,273.988
2021-05-18,339.84437871,299.511
2021-05-19,314.73326140,208.357
2021-05-20,319.80268584,215.458
2021-05-21,337.50533170,179.72
2021-05-22,321.05578775,180.951
2021-05-23,310.64162343,135.551
2021-05-24,321.39283621,166.921
2021-05-25,338.72563814,176.755
2021-05-26,352.80073759,193.703
2021-05-27,354.49152187,203.801
2021-05-28,354.86944578,179.077
2021-05-29,372.03626675,165.031
2021-05-30,363.14784914,174.113
2021-05-31,350.27081913,184.374
2021-06-01,346.08328431,179.02
2021-06-02,353.05178473,187.642
2021-06-03,346.92578598,188.575
2021-06-04,343.56417756,177.439
2021-06-05,340.26082041,174.14
2021-06-06,331.40526887,176.377
2021-06-07,379.74101542,177.178
2021-06-08,366.93490228,151.698
2021-06-09,346.66111036,168.834
2021-06-10,363.02525332,165.951
2021-06-11,373.92549142,166.597
2021-06-12,362.84621447,161.324
2021-06-13,351.03113026,160.527
2021-06-14,350.15345116,175.953
2021-06-15,341.65759807,174.001
2021-06-16,325.38585924,166.765
2021-06-17,319.98018511,169.638
2021-06-18,324.72188256,156.889
2021-06-19,305.86605630,158.517
2021-06-20,291.40579457,148.487
2021-06-21,281.70874836,134.76
2021-06-22,265.54809486,117.681
2021-06-23,251.56747045,127.359
2021-06-24,234.89770566,134.348
2021-06-25,226.29877946,127.866
2021-06-26,214.26097571,123.052
2021-06-27,198.58827519,127.607
2021-06-28,188.69811457,136.914
2021-06-29,194.67000615,147.183
2021-06-30,197.44030689,136.925
2021-07-01,196.33919892,136.636
2021-07-02,217.38419682,134.83
2021-07-03,225.24800795,140.659
2021-07-04,225.51435374,145.945
2021-07-05,234.29877696,137.135
2021-07-06,227.50661451,137.965
2021-07-07,231.54906568,139.877
2021-07-08,226.01313362,131.248
2021-07-09,224.28651176,134.598
2021-07-10,230.34051598,132.915
2021-07-11,238.43459831,135.14
2021-07-12,248.27198938,138.832
2021-07-13,247.77365256,133.281
2021-07-14,241.07991636,130.363
2021-07-15,231.39844608,125.282
2021-07-16,243.27811920,124.912
2021-07-17,248.32601905,119.994
2021-07-18,253.43727438,117.897
2021-07-19,252.18780087,112.809
2021-07-20,248.42537547,109.038
2021-07-21,256.81660865,116.787
2021-07-22,265.60892594,121.499
2021-07-23,269.25695281,118.715
2021-07-24,260.63449413,125.791
2021-07-25,279.14019501,124.818
2021-07-26,270.24287694,137.685
2021-07-27,262.30636949,133.504
2021-07-28,268.71947185,137.668
2021-07-29,270.50651808,140.124
2021-07-30,259.91436926,137.61
2021-07-31,258.95192419,143.703
2021-08-01,266.81819439,145.909
2021-08-02,262.04959091,143.899
2021-08-03,253.92684423,138.527
2021-08-04,254.73026951,142.537
2021-08-05,262.22249270,140.374
2021-08-06,279.86444377,149.466
2021-08-07,281.21380694,154.026
2021-08-08,281.87000001,150.893
2021-08-09,283.64468347,164.499
2021-08-10,275.63154740,162.613
2021-08-11,272.82591731,172.268
2021-08-12,275.99611005,163.493
2021-08-13,275.20590818,175.964
2021-08-14,268.46574322,181.711
2021-08-15,273.05626696,180.34
2021-08-16,287.27321519,182.174
2021-08-17,272.76878973,176.666
2021-08-18,271.87261531,172.932
2021-08-19,306.91038453,170.771
2021-08-20,311.27189877,182.855
2021-08-21,297.76712398,182.059
2021-08-22,291.80047407,182.355
2021-08-23,282.56088825,186.603
2021-08-24,289.38845323,176.752
2021-08-25,298.77507842,177.971
2021-08-26,295.37468090,168.214
2021-08-27,284.90171066,174.307
2021-08-28,296.36358625,173.042
2021-08-29,326.34758451,174.572
2021-08-30,310.43279662,171.492
2021-08-31,304.66111770,170.966
2021-09-01,308.96139298,176.898
2021-09-02,308.07942744,182.602
2021-09-03,301.63051048,206.769
2021-09-04,319.03308038,216.79
2021-09-05,327.61745036,224.986
2021-09-06,321.36322731,221.381
2021-09-07,317.62254470,180.238
2021-09-08,306.30274773,181.248
2021-09-09,311.89531199,186.52
2021-09-10,312.40309775,175.917
2021-09-11,316.51221414,184.513
2021-09-12,328.74044363,184.012
2021-09-13,330.65701314,180.063
2021-09-14,318.27031998,184.687
2021-09-15,300.62168570,184.376
2021-09-16,300.24302685,189.832
2021-09-17,316.28484781,181.329
2021-09-18,327.21284945,181.837
2021-09-19,330.71480583,178.225
2021-09-20,329.76416561,160.563
2021-09-21,327.63247177,159.698
2021-09-22,336.53721579,159.369
2021-09-23,334.46080151,159.462
2021-09-24,319.85062295,147.628
2021-09-25,307.90752111,152.11
2021-09-26,291.33032764,152.902
2021-09-27,308.68992384,150.033
2021-09-28,316.48399036,144.336
2021-09-29,297.03953503,147.084
2021-09-30,297.91901450,152.449
2021-10-01,299.04042168,165.002
2021-10-02,316.37654348,172.195
2021-10-03,324.63736803,169.312
2021-10-04,308.20169847,162.635
2021-10-05,317.59185000,168.561
2021-10-06,322.45731250,181.519
2021-10-07,306.93611872,179.194
2021-10-08,306.29167012,180.678
2021-10-09,304.99863871,179.803
2021-10-10,319.59863452,180.704
2021-10-11,318.96426705,182.62
2021-10-12,323.73401018,171.401
2021-10-13,318.37140288,174.896
2021-10-14,322.34722855,181.66
2021-10-15,305.98346412,185.372
2021-10-16,321.34803630,187.886
2021-10-17,315.15637769,183.661
2021-10-18,310.79576722,183.549
2021-10-19,308.16493128,185.26
2021-10-20,321.51290458,203.031
2021-10-21,312.59544285,199.135
2021-10-22,299.38968802,193.0
2021-10-23,321.55315418,195.967
2021-10-24,331.53794175,189.463
2021-10-25,345.41696923,196.374
2021-10-26,336.35112218,192.935
2021-10-27,330.40425280,182.279
2021-10-28,348.63973954,187.889
2021-10-29,349.39279278,194.962
2021-10-30,328.93749184,192.194
2021-10-31,324.59171064,189.662
2021-11-01,329.01410546,194.782
2021-11-02,328.97245521,202.858
2021-11-03,320.79809866,201.294
2021-11-04,312.65899774,199.623
2021-11-05,327.03749500,198.12
2021-11-06,325.42447148,195.42
2021-11-07,311.60965160,199.72
2021-11-08,301.59374632,219.61
2021-11-09,325.01416805,265.7
2021-11-10,314.49119969,287.45
2021-11-11,330.19855931,264.98
2021-11-12,337.65482030,251.61
2021-11-13,342.98532120,261.46
2021-11-14,347.36044526,257.62
2021-11-15,335.13396606,268.91
2021-11-16,325.79213803,235.87
2021-11-17,324.90970149,227.77
2021-11-18,328.39753834,214.79
2021-11-19,327.78674633,218.69
2021-11-20,342.89089194,214.82
2021-11-21,343.16030765,224.52
2021-11-22,337.53455633,216.0
2021-11-23,332.02159408,213.05
2021-11-24,322.69663863,210.48
2021-11-25,329.63590200,227.0
2021-11-26,314.93222162,196.16
2021-11-27,289.04180048,197.04
2021-11-28,293.51815614,190.38
2021-11-29,309.29607615,199.62
2021-11-30,299.45481048,210.36
2021-12-01,295.56234922,215.43
2021-12-02,308.46510482,204.83
2021-12-03,323.31219304,198.34
2021-12-04,315.74942308,159.12
2021-12-05,327.98251744,150.89
2021-12-06,330.34092026,151.92
2021-12-07,327.27984783,163.53
2021-12-08,327.62601324,166.17
2021-12-09,324.58030872,155.55
2021-12-10,314.15317642,151.09
2021-12-11,335.94060769,158.47
2021-12-12,337.15980899,156.93
2021-12-13,342.52283433,147.17
2021-12-14,345.89704402,148.77
2021-12-15,332.06925040,143.87
2021-12-16,332.82543226,154.84
2021-12-17,331.55281561,146.15
2021-12-18,338.07465587,148.74
2021-12-19,325.42609770,155.09
2021-12-20,331.79616846,148.34
2021-12-21,332.05915784,152.84
2021-12-22,340.07329439,157.94
2021-12-23,356.59411530,157.74
2021-12-24,337.51086634,162.76
2021-12-25,344.95741652,163.01
2021-12-26,346.38341409,155.12
2021-12-27,354.96189260,159.14
2021-12-28,357.87356789,151.12
2021-12-29,346.91073826,150.75
2021-12-30,346.37251955,148.36
2021-12-31,350.87862330,150.06
2022-01-01,373.04520771,149.37
2022-01-02,381.30618736,151.69
2022-01-03,352.16980085,148.88
2022-01-04,342.61982196,150.25
2022-01-05,349.84952355,148.98
2022-01-06,357.14841542,135.41
2022-01-07,383.01766266,131.36
2022-01-08,360.80314307,131.38
2022-01-09,343.09590931,129.02
2022-01-10,332.06310844,124.52
2022-01-11,342.29204840,128.95
2022-01-12,348.69879061,136.96
2022-01-13,346.42476671,136.78
2022-01-14,357.35728001,144.78
2022-01-15,353.02167085,149.49
2022-01-16,344.16699739,145.75
2022-01-17,368.22336562,148.81
2022-01-18,368.80637291,141.11
2022-01-19,354.66693966,136.5
2022-01-20,355.75062846,142.2
2022-01-21,365.28118084,124.6
2022-01-22,355.80537059,105.32
2022-01-23,357.00690753,107.36
2022-01-24,349.65237665,103.2
2022-01-25,356.03934647,107.52
2022-01-26,359.71781654,111.46
2022-01-27,377.34217893,107.58
2022-01-28,386.96137642,107.32
2022-01-29,377.26466241,108.44
2022-01-30,382.52984287,110.74
2022-01-31,384.29557204,108.37
2022-02-01,393.56362916,111.22
2022-02-02,382.63336610,110.06
2022-02-03,375.24817356,108.81
2022-02-04,384.35942186,114.67
2022-02-05,380.58054292,123.16
2022-02-06,367.94621782,122.79
2022-02-07,389.59557985,133.19
2022-02-08,403.76780495,133.7
2022-02-09,416.71857968,138.69
2022-02-10,401.58332167,140.65
2022-02-11,370.34424247,131.63
2022-02-12,375.72402784,123.6
2022-02-13,385.64997081,128.19
2022-02-14,384.37734833,125.79
2022-02-15,384.98320072,131.21
2022-02-16,364.32671600,127.65
2022-02-17,355.73737223,123.12
2022-02-18,376.44893723,115.76
2022-02-19,409.09028933,116.24
2022-02-20,416.23565708,110.66
2022-02-21,392.44929454,111.76
2022-02-22,376.47485044,105.97
2022-02-23,361.42305679,109.18
2022-02-24,378.65681056,98.05
2022-02-25,395.59325886,106.73
2022-02-26,372.14297979,110.43
2022-02-27,381.00618603,108.59
2022-02-28,400.87273644,109.59
2022-03-01,386.78604682,112.43
2022-03-02,406.54787381,110.72
2022-03-03,395.61266697,109.93
2022-03-04,403.38987439,104.91
2022-03-05,405.20524983,103.45
2022-03-06,399.57623421,102.93
2022-03-07,403.79403981,103.07
2022-03-08,392.03572685,100.1
2022-03-09,401.06393323,108.62
2022-03-10,391.51025327,102.42
2022-03-11,406.58407964,103.63
2022-03-12,438.11118094,105.72
2022-03-13,418.25385992,105.24
2022-03-14,445.36805731,104.15
2022-03-15,448.11150778,104.71
2022-03-16,421.33852852,108.48
2022-03-17,417.95146823,110.3
2022-03-18,425.70382530,110.98
2022-03-19,416.67008706,113.47
2022-03-20,432.12254632,112.73
2022-03-21,435.14643333,114.98
2022-03-22,423.98631932,120.67
2022-03-23,427.46077899,122.2
2022-03-24,444.11448932,124.79
2022-03-25,450.78621654,124.25
2022-03-26,451.94415713,123.07
2022-03-27,440.23459984,125.8
2022-03-28,435.11559286,131.42
2022-03-29,453.83927216,128.61
2022-03-30,449.25720437,131.73
2022-03-31,443.21156124,123.91
2022-04-01,462.48279836,124.98
2022-04-02,453.28069693,125.68
2022-04-03,495.22592548,127.46
2022-04-04,497.50847807,123.26
2022-04-05,483.21662430,124.21
2022-04-06,461.22928600,116.09
2022-04-07,451.71764545,113.35
2022-04-08,471.57974497,113.51
2022-04-09,482.90951860,110.91
2022-04-10,478.82419528,112.31
2022-04-11,473.22871003,103.83
2022-04-12,478.08612813,104.86
2022-04-13,469.33834683,110.31
2022-04-14,502.56267952,107.09
2022-04-15,478.77692935,112.37
2022-04-16,478.15617530,111.59
2022-04-17,488.37500813,113.49
2022-04-18,474.52399958,106.68
2022-04-19,477.62283065,113.04
2022-04-20,477.92930070,111.72
2022-04-21,473.29226259,112.98
2022-04-22,465.27601732,106.61
2022-04-23,466.52760693,106.29
2022-04-24,482.75427399,104.92
2022-04-25,496.33216501,102.06
2022-04-26,481.56405379,100.41
2022-04-27,468.09220753,100.61
2022-04-28,472.36370906,101.24
2022-04-29,507.50021384,101.21
2022-04-30,498.54569309,100.54
2022-05-01,503.61962775,98.98
2022-05-02,489.49708947,100.21
2022-05-03,509.03788512,101.01
2022-05-04,500.37749372,102.36
2022-05-05,487.10137421,98.21
2022-05-06,496.93014992,95.93
2022-05-07,509.26691399,96.4
2022-05-08,503.29518424,93.64
2022-05-09,509.11566111,84.42
2022-05-10,495.73639563,81.33
2022-05-11,466.61248103,74.79
2022-05-12,467.92654660,65.64
2022-05-13,477.40486755,71.23
2022-05-14,461.19599087,64.64
2022-05-15,453.20026709,67.95
2022-05-16,457.37418538,66.42
2022-05-17,446.17640459,71.3
2022-05-18,449.09198956,67.37
2022-05-19,470.13238145,72.0
2022-05-20,462.62985570,67.7
2022-05-27,473.79778367,62.36
2022-05-28,490.74346835,63.28
2022-05-29,508.46347411,63.52
2022-05-30,485.88750537,66.41
2022-05-31,455.52025343,68.84
2022-06-01,425.66281247,66.23
2022-06-02,449.90264173,63.85
2022-06-03,481.17956887,61.94
2022-06-04,498.72056703,63.27
2022-06-05,469.21060090,63.06
2022-06-06,488.98757208,64.97
2022-06-07,482.35113978,62.28
2022-06-08,460.14532335,62.53
2022-06-09,456.07234929,61.26
2022-06-10,480.11679672,57.54
2022-06-11,465.25673315,52.25
2022-06-12,433.74054219,51.29
2022-06-13,418.41633206,43.05
2022-06-14,401.59938923,45.54
2022-06-15,387.32089968,44.89
2022-06-16,387.44735539,45.48
2022-06-17,397.32609393,45.99
2022-06-18,403.03291571,45.15
2022-06-19,378.82485314,51.7
2022-06-20,367.80494062,52.64
2022-06-21,385.17705071,54.15
2022-06-22,390.78718060,51.84
2022-06-23,396.53388137,54.22
2022-06-24,425.90338680,55.43
2022-06-25,414.41100252,55.42
2022-06-26,425.64315484,57.97
2022-06-27,388.82687911,55.98
